name,school,subschool,descriptor,spell_level,casting_time,components,costly_components,range,area,effect,targets,duration,dismissible,shapeable,saving_throw,spell_resistance,description,source
Costura del Tesoro,Transmutación,,,"Bardo 4, Clérigo 5, Oráculo 5, Hechicero 5, Mago 5, Ocultista 4",1 Acción estándar,"V, S, M (un trozo de tela bordada de no más de 10 pies cuadrados valorados en 100 gp)",1,Cierre (25 pies + 5 pies/2 niveles),,,todos los objetos sobre tela,1 día/nivel (D),1,0,La fortaleza niega (objeto),sí (objeto),"Puedes transformar todos los objetos colocados en una tela en una representación bordada y bidimensional, facilitando el almacenamiento y transporte de los objetos. Puedes apilar cualquier cantidad o peso de objetos sobre la tela siempre que el montón se mantenga dentro de las dimensiones de la tela (hasta un cubo de 3 metros). Cuando lanzas el hechizo, todo el montón desaparece en la tela, reemplazado por una imagen muy precisa y cosido del montón desde el ángulo que desees. La tela conserva su peso y dimensiones normales. Puedes restaurar el montón de objetos en cualquier momento como una acción de ronda completa desplegando la tela y ordenando que termine el hechizo, consumiendo la tela. Cualquiera que desee restaurar los objetos debe disipar con éxito tu hechizo. Si la tela se destruye o sufre daños significativos, se pierden todos los objetos que se contienen dentro de ella. Este hechizo no puede afectar a artefactos ni a otros tipos de objetos igualmente únicos.",APG
Forma verdadera,Abjuración,,,"Druida 4, Hechicero 4, Mago 4, Ocultista 4, Psíquico 4",1 Acción estándar,"V, S",0,Medio (100 pies + 10 pies/nivel),,,"Hasta una criatura por 3 niveles, de los cuales dos no pueden estar a más de 30 pies de distancia",1 ronda/nivel,0,0,La voluntad niega,Sí,"La forma verdadera elimina cualquier efecto de polimorfia de una criatura objetivo, devolviéndola a su forma verdadera, incluso en contra de su voluntad. Contra criaturas afectadas por efectos de hechizos de polimorfia (como polimorfia maléfica o forma gigante), debes hacer una tirada de nivel de lanzador (1d20 + nivel de lanzador, máximo +15) contra una CD de 11 + nivel de lanzador del efecto. El éxito significa que la polimorfia termina inmediatamente. Una criatura con la habilidad sobrenatural de cambiar de forma (como un licántropo) debe realizar una tirada de salvación de Voluntad o revertir inmediatamente a su forma verdadera. Si falla esta primera tirada de salvación, la criatura puede intentar otra tirada de salvación de Voluntad para superar el hechizo como una acción de ronda completa que no provoca ataques de oportunidad. Si esta tirada tiene éxito, el hechizo termina y la criatura puede cambiar de forma de nuevo. Si la segunda tirada falla, la criatura queda bloqueada en su forma verdadera durante la duración del hechizo, impidiendo que más efectos de polimorfia cambien su forma.",APG
Tsunami,Conjuración,Creación,Agua,"Druida 9, Hechicero 9, Mago 9, Chamán 9",1 Acción estándar,"V, S",0,largo (400 pies + 40 pies por nivel),,"Ola de 10 pies de profundidad, 10 pies de ancho/nivel y 2 pies de alto/nivel",,5 asaltos,0,0,Ver texto,no,"Creas una ola masiva de agua que luego se mueve en línea recta sobre el agua o la tierra: seleccionas la dirección en la que viaja la ola (que debe ser perpendicular a su ancho), pero una vez puesta en movimiento, la ola no puede cambiar de rumbo. Sobre la superficie de aguas abiertas, la ola viaja a una velocidad de 60 pies por ronda, tanto en tierra como bajo el agua, y la ola se desplaza a una velocidad de 30 pies por ronda. Las criaturas alcanzadas por un tsunami reciben 8d6 puntos de daño contundente (una tirada de salvación de Fortaleza reduce a la mitad este daño). Además, el tsunami realiza una tirada especial de CMB contra cualquier criatura que golpee: el CMB de la oleada es igual a tu nivel de lanzador + tu modificador de puntuación de habilidad de lanzamiento de conjuros relevante (el que sea más alto) + 8 (por el tamaño de la oleada). Si esta tirada de CMB derrota el CMD de una criatura, la criatura es derribada y arrastrada por la ola. Una criatura arrastrada por un tsunami puede intentar escapar de la ola en su turno como acción estándar haciendo una tirada de CMB o Natación opuesta a la tirada de CMB de la oleada; si una criatura no logra escapar, recibe otros 6d6 puntos de daño contundente (salvo la mitad de Fortaleza) y sigue siendo arrastrada por la oleada. Los objetos alcanzados por un tsunami son arrastrados si son grandes o más pequeños y son arrastrados por la ola, depositados en un montón al final del viaje de la ola. Objetos gigantescos o más grandes, así como estructuras u objetos firmemente adheridos al suelo, sufren 8d6 puntos de daño contundente cuando un tsunami atraviesa su espacio; si esto es suficiente para destruir el objeto o estructura, los restos son arrastrados por la ola. La dureza no reduce este daño, ni se reduce a la mitad como normalmente se hace el daño infligido a objetos. La libertad de movimiento impide que una criatura sea arrastrada por un tsunami, pero no evita el daño causado por el impacto de la criatura. Una barrera sólida más alta que el tsunami que no es destruida por la ola impide que esa parte de la ola continúe, dejando un hueco en la ola mientras el resto avanza.",APG
Cuchillo del Crepúsculo,Evocación,,Fuerza,"Hechicero 3, Mago 3, Bruja 3, Bruto de sangre 3, Ocultista 3, Psíquico 3, Espiritualista 3",1 Acción estándar,"V, S, F (un cuchillo pequeño)",0,Cierre (25 pies + 5 pies/2 niveles),,Cuchillo flotante de la fuerza,,1 ronda/nivel (D),1,0,ninguno,Sí,"Creas un cuchillo flotante oscuro y siniestro que ataca a la misma criatura que tú en cada ronda. Si decides no atacar a una criatura, o haces un ataque que afecta a varios oponentes, el cuchillo no realiza ningún ataque durante esa ronda. El cuchillo usa tu bonificación base de ataque modificada por tu bonificación de Inteligencia o Carisma (lo que sea mayor) al realizar este ataque. A menos que tú lo quieras expresamente o sea imposible, el cuchillo siempre se maniobra solo para flanquear a tu oponente antes de atacar. El cuchillo inflige 1d4 puntos de daño de fuerza al acertarse con éxito y tiene el mismo rango de amenaza y multiplicadores críticos que una daga normal. Además, si al objetivo se le niega un bono de Destreza a CA o el cuchillo flanquea al objetivo, el cuchillo puede realizar ataques furtivos como pícaro, infligiendo 1d6 puntos extra de daño de fuerza por cada cuatro niveles de lanzador de conjuros si un ataque exitoso. Un cuchillo crepuscular no puede ser atacado ni dañado por ataques físicos, pero disipar magia, desintegrar, una esfera de aniquilación o una vara de cancelación la afectan. La CA de un cuchillo crepuscular contra ataques de toque es 12 (10 + bonificación de tamaño para objeto pequeño) más tu modificador de Destreza. Si una criatura atacada tiene resistencia a conjuros, haces una tirada de nivel de lanzador (1d20 + nivel de lanzador) contra esa resistencia a ese conjuro la primera vez que el cuchillo crepuscular la golpea. Si el cuchillo es resistido con éxito, el hechizo se disuelve. Si no, el arma tiene su efecto completo normal sobre esa criatura durante la duración del hechizo.",APG
Forma gemela,Transmutación,,,Alquimista 6,1 Acción estándar,"V, S, M (una mezcla de tierra y sangre del lanzador)",0,Vida personal,,,tú,1 ronda/nivel o hasta que se despidan (D),1,0,,,"Este extracto separa un doble perfecto de ti mismo de tu cuerpo, vestido y equipado exactamente como eres. Puedes cambiar tu conciencia de un cuerpo a otro una vez por ronda como acción libre. Este cambio ocurre justo antes de tu turno o justo después de él, pero no durante la ronda. Puedes actuar con normalidad en el cuerpo que habitas. Tu otro yo es tratado como aturdido, excepto que puede requerir una sola acción de movimiento en cada ronda durante tu turno. Tu gemelo no puede hablar mientras estás en tu otro cuerpo, ni flanquear, lanzar ataques oportunos ni amenazar enemigos de ninguna manera. Tanto tú como tu gemelo tenéis las mismas estadísticas y empezáis con el número de puntos de vida que teníais cuando ingisteis el extracto. Una vez que te has dividido, estos puntos de vida se registran por separado. Cualquier hechizo, extracto o efecto mágico (como de pociones) que estuviera activo cuando ingeriste el extracto está activo tanto para ti como para tu gemelo. Si alguno de estos efectos expira, se disipa, se desestima o se usa o termina de otra forma, terminan para ambos. Los extractos o hechizos lanzados tras separarte te afectan a ti y a tu gemelo como si fuerais dos objetivos distintos. Tu equipo está vinculado entre tus dos yos, y si un objeto de uno es consumido o destruido, su duplicado también se usa o destruye. El cuerpo que no habitas se desmorona en polvo cuando expira o se descarta la duración del extracto. Si el cuerpo que habitas es destruido, inmediatamente cambias a tu yo superviviente y el extracto termina de inmediato. El cuerpo que dejaste atrás se desmorona en polvo y te quedas aturdido hasta el inicio de tu siguiente turno. Si el cuerpo que no habitas es destruido, el extracto también termina inmediatamente, pero no sufres efectos adversos. No tienes ninguna habilidad especial para percibir lo que está experimentando tu segundo cuerpo, aunque sabes inmediatamente si ha sido destruido. Puedes cambiar de cuerpo a cualquier distancia en el mismo plano. Si vuestros cuerpos cruzan a planos distintos (incluyendo el uso de teletransporte o parpadeo), el cuerpo que habitáis sobrevive, mientras que el otro cuerpo es destruido.",APG
Desencadenar,Transmutación,,,"Invocador 1, Invocador Desencadenado 1",1 Acción estándar,"V, S, M (una cadena rota)",0,Medio (100 pies + 10 pies/nivel),,,Tu eidolon,10 minutos/nivel,0,0,Negaciones de voluntad (inofensivas),no,"Este hechizo rompe el vínculo vital entre tú y tu eidolon. Este hechizo permite que tu eidolon se aleje más de 30 metros de ti sin penalización. Puede recorrer cualquier distancia mientras este hechizo esté activo sin penalización, pero si el hechizo expira mientras el eidolon está a menos de 30 metros, pierde inmediatamente puntos de vida como es normal por la distancia y posiblemente es enviado de vuelta a su plano de origen. Mientras este hechizo esté activo, no puedes sacrificar puntos de vida para evitar daño a tu eidolon. El daño que se transferiría debido a la habilidad de vínculo de vida no se transfiere. Si intentas usar la habilidad de transposición mientras este hechizo está activo, debes tirar sobre la tabla de contratiempos de teletransporte, usando la fila de ""estudiado con cuidado"".",APG
Fórmula universal,Transmutación,,,Alquimista 4,1 Acción estándar,"V, S, M (mercurio y platino en polvo valorados en 100 gp)",1,Vida personal,,,tú,instantáneo,0,0,,,"Al ingerir este extracto, se transforma en el extracto adecuado para cualquier fórmula que conozcas de nivel 3 o inferior y hace efecto de inmediato. Si la fórmula elegida tiene un componente material caro, debe proporcionarse junto con el componente correspondiente a esta fórmula. Puede que no crees un extracto infusionado con esta fórmula.",APG
Escudo Involuntario,Nigromancia,,,"Bardo 5, Inquisidor 5, Hechicero 6, Mago 6, Bruja 6, Ocultista 5, Psíquico 6, Mesmerista 5, Espiritualista 6",1 Acción estándar,"V, S, M (polvo de rubí que vale 250 gp)",1,Cierre (25 pies + 5 pies/2 niveles),,,una criatura,1 ronda/nivel (D),1,0,La voluntad niega,Sí,"Al igual que el escudo otro, el escudo involuntario crea una conexión mística entre tú y el objetivo, pero a diferencia del escudo otro, el objetivo comparte las heridas que recibes. Además, el enlace se basa en la fuerza vital del objetivo para reforzar tus propias defensas. Obtienes un bono de +1 de suerte en CA y en tiradas de salvación. Solo recibes la mitad del daño de todas las heridas y ataques (incluidos los que infligen habilidades especiales) que infligen daño en puntos de vida. La cantidad de daño que no recibes la recibe el objetivo. Las formas de daño que no implican puntos de vida, como los efectos de encantamiento, daño de habilidad, drenaje de nivel y efectos de muerte, no se ven afectadas. Si recibes una reducción en puntos de vida de una puntuación de Constitución baja, la reducción no se divide con el objetivo porque no es daño en puntos de vida. Cuando el hechizo termina, el daño posterior ya no se divide entre tú y el sujeto, pero el daño ya dividido no se te asigna. Si tú y el objetivo del hechizo os alejáis del alcance, el hechizo permanece activo, pero el daño ya no se comparte hasta que volváis a estar a alcance.",APG
Aliado involuntario,Encantamiento,encanto,afectación mental,"Bardo 0, Psíquico 1, Hipnotista 0",1 Acción estándar,"V, S",0,Cierre (25 pies + 5 pies/2 niveles),,,Un ser vivo,1 ronda,0,0,La voluntad niega,Sí,Desconcertas la mente del objetivo. El objetivo tiene dificultades para distinguir amigo de enemigo durante un corto periodo de tiempo. El sujeto se considera tu aliado y no el aliado de tus enemigos al determinar el flanqueo. El sujeto no realiza ninguna otra acción hostil contra tus enemigos debido al efecto de este hechizo.,APG
Desaparecen,Ilusión,glamer,,"Bardo 1, Hechicero 1, Mago 1, Mago 1, Ocultista 1, Psíquico 1, Mesmerista 1",1 Acción estándar,"V, S",0,Toque,,,criatura tocada,1 ronda/nivel (hasta 5 rondas) (D),1,0,Negaciones de voluntad (inofensivas),Sí (inofensivo),"Este hechizo funciona como invisibilidad, excepto que el efecto solo dura 1 ronda por nivel del lanzador (máximo 5 rondas). Al igual que la invisibilidad, el hechizo termina inmediatamente si el sujeto ataca a cualquier criatura.",APG
Velo de Energía Positiva,Abjuración,,Bien,Paladín 1,1 Acción estándar,"V, S, DF",0,personal o 5 pies; Ver texto,,,tú o todas las criaturas en un radio de 5 pies; Ver texto,10 minutos/nivel (D),1,0,,,"Te rodeas de un velo de energía positiva, dificultando que las criaturas no muertas te hagan daño. Cuando estás bajo el efecto de este hechizo, obtienes un bono sagrado de +2 a CA y un bono sagrado de +2 en las tiradas de salvación. Ambos beneficios solo se aplican contra ataques o efectos creados por criaturas no-muertas. Puedes descartar este hechizo antes de su duración normal como una acción rápida en tu turno para infligir un número de puntos de daño positivo de energía igual a tu nivel a todas las criaturas no muertas a menos de 1,5 metros de ti.",APG
